X,Y,标注类别名称,预测类别,图像路径
6.626053,9.713634,covering,structure,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2285.jpg
7.473335,10.259783,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2841.jpg
4.634232,11.139468,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_446.jpg
1.2868333,7.559962,covering,domestic_animal,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2337.jpg
5.7212663,9.428819,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2490.jpg
7.7648354,8.958797,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2627.jpg
8.599116,10.080518,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_281.jpg
8.4397,10.705158,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3426.jpg
5.6737123,8.831489,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2770.jpg
8.144074,10.210279,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1174.jpg
8.227201,10.689982,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2151.jpg
5.918167,9.338196,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_834.jpg
6.1918325,8.933022,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1721.jpg
6.1239257,10.382842,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2125.jpg
7.36314,11.213649,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1277.jpg
4.200417,11.341918,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3498.jpg
7.447015,10.04512,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2631.jpg
3.8173163,10.956463,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_968.jpg
8.552181,10.082063,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1633.jpg
8.077231,10.860457,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4184.jpg
8.059065,10.10249,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2288.jpg
8.001855,11.063549,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3540.jpg
5.6373105,9.007241,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_863.jpg
4.312435,11.845062,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_721.jpg
7.675938,10.639196,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_891.jpg
8.05034,10.8886795,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4130.jpg
7.725996,10.050399,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3006.jpg
6.4257455,11.519872,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2798.jpg
8.052872,9.643814,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2935.jpg
4.526937,9.964146,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2405.jpg
5.0285625,12.0809,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3029.jpg
7.041154,11.201963,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_13.jpg
7.574683,10.175286,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3827.jpg
7.836587,10.603855,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2543.jpg
8.37097,10.440299,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3452.jpg
8.397831,10.83576,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1283.jpg
8.212942,4.8880343,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4318.jpg
8.058646,10.6723,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2063.jpg
5.957113,9.735845,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3122.jpg
8.704998,10.047438,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2845.jpg
4.78982,11.9113,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1059.jpg
3.9684544,11.593935,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4022.jpg
8.359099,11.152262,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3837.jpg
5.655131,7.931839,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2019.jpg
7.7185473,10.590996,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2445.jpg
5.9751086,9.209228,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1329.jpg
5.819245,11.042154,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1383.jpg
7.8990116,9.931528,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3629.jpg
7.8458176,9.089421,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2708.jpg
7.5691457,10.922648,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1167.jpg
5.7889447,9.160052,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2317.jpg
5.9216743,11.50008,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3599.jpg
6.970317,6.125357,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1887.jpg
4.8870864,10.1993685,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1687.jpg
8.386598,10.952057,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2927.jpg
7.1360507,9.920058,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2523.jpg
5.5089016,11.225118,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2009.jpg
6.7362833,11.402896,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3225.jpg
7.535622,10.40221,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3229.jpg
6.543125,11.93949,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1869.jpg
8.181528,11.247647,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3813.jpg
5.6320243,12.153825,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1801.jpg
5.0456276,10.815593,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_512.jpg
4.6523247,8.45546,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1538.jpg
5.7137513,9.064609,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1768.jpg
4.398329,10.520267,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1577.jpg
8.496277,10.666966,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4369.jpg
8.583799,10.1657505,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2714.jpg
4.715629,10.282222,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3593.jpg
7.462308,10.384497,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1870.jpg
7.291568,10.166345,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4499.jpg
6.8670673,10.042014,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3277.jpg
8.713433,10.336366,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2728.jpg
4.885691,9.69369,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4432.jpg
4.1490397,6.8856997,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2756.jpg
5.450798,10.348903,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1619.jpg
7.449473,10.583693,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3848.jpg
6.700417,11.919642,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3463.jpg
4.2088833,11.74367,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2439.jpg
7.753919,11.2227745,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2073.jpg
8.082515,10.912504,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2484.jpg
6.8200216,9.455506,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3362.jpg
5.9436646,11.766009,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2394.jpg
6.330053,8.164344,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1048.jpg
8.432568,10.525787,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2153.jpg
7.465921,10.048725,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1095.jpg
7.458373,10.069299,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2127.jpg
8.081938,10.89735,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4133.jpg
8.466659,10.359913,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1096.jpg
4.95948,11.971796,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2015.jpg
8.503954,10.512129,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2404.jpg
4.045426,10.656467,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2092.jpg
8.375409,10.562073,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3840.jpg
4.699728,12.081516,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2964.jpg
4.2159524,11.160941,covering,domestic_animal,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_726.jpg
5.6231704,7.562333,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1047.jpg
7.6898456,11.221984,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2257.jpg
8.075865,10.287189,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2058.jpg
6.170218,5.983604,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2882.jpg
8.256514,9.928994,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_158.jpg
8.416716,10.302044,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2994.jpg
8.266052,10.832848,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4456.jpg
4.983268,10.941239,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_837.jpg
5.825419,11.013475,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2043.jpg
8.530816,10.395269,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_688.jpg
8.510828,10.456671,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_373.jpg
7.5581813,10.657643,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3867.jpg
5.526325,11.540589,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2443.jpg
6.728421,11.239291,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2399.jpg
4.8540077,11.954981,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2209.jpg
3.759355,11.6187105,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3008.jpg
6.6546607,11.287664,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3303.jpg
8.380913,10.6740675,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3414.jpg
8.287239,9.495389,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1808.jpg
4.50674,10.710712,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4600.jpg
4.234929,11.340148,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_566.jpg
6.437154,6.731096,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1302.jpg
4.571621,11.255854,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4094.jpg
8.142202,10.076713,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_795.jpg
7.209684,10.053438,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2095.jpg
8.30382,10.708639,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4314.jpg
7.9807005,10.007945,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3900.jpg
8.277383,10.888659,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4185.jpg
4.9593477,8.7953205,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1856.jpg
4.3029838,11.1639595,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3389.jpg
5.1424084,8.78517,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_442.jpg
4.1764083,6.911645,covering,vertebrate,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2554.jpg
7.6377587,10.468952,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4329.jpg
8.318772,10.305728,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1962.jpg
6.537836,10.344806,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3792.jpg
8.77226,10.216128,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3114.jpg
5.479954,9.708653,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2758.jpg
7.182317,10.428187,covering,plant,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3853.jpg
8.120476,10.652967,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3541.jpg
7.7780476,9.502771,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3348.jpg
4.913473,8.395008,covering,structure,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2501.jpg
6.193912,11.398883,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1003.jpg
6.771345,11.866043,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1784.jpg
3.5324347,10.518838,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4211.jpg
8.026736,9.905228,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4148.jpg
7.472391,10.2735405,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3786.jpg
5.549325,9.694473,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_103.jpg
5.9142485,9.182644,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_359.jpg
8.255351,9.543021,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3307.jpg
3.9308026,10.825017,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2206.jpg
4.833488,11.316975,covering,structure,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2271.jpg
7.55038,5.888763,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3650.jpg
4.750409,11.250802,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_217.jpg
5.8038507,8.741652,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3408.jpg
8.198497,10.771208,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_155.jpg
7.2786255,10.344543,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2610.jpg
5.872172,9.57464,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1850.jpg
5.5036,11.003728,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2505.jpg
4.025689,11.843668,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_16.jpg
6.620904,9.923811,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2168.jpg
8.637659,10.437306,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2671.jpg
5.151968,9.176247,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_133.jpg
8.1703,5.756733,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1150.jpg
4.0715775,10.386146,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2886.jpg
8.392585,10.382909,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3990.jpg
6.478093,11.56971,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1540.jpg
7.273754,10.276991,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3390.jpg
4.324865,11.909552,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3496.jpg
5.424787,11.135894,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1257.jpg
5.6633635,11.2988,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2762.jpg
4.6430774,11.071113,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4500.jpg
5.0167537,8.988427,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4218.jpg
4.935453,11.989697,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2016.jpg
8.094974,9.722111,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1797.jpg
4.923464,8.773435,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1853.jpg
5.2770653,12.004295,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2159.jpg
6.920164,5.1917777,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2647.jpg
8.742865,10.122884,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1319.jpg
7.580281,10.944013,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2224.jpg
8.497156,10.050973,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3727.jpg
7.915206,10.718949,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2154.jpg
5.003422,10.570208,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2315.jpg
5.801222,8.730271,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3451.jpg
5.7514176,11.625677,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2205.jpg
5.1291747,11.937716,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_771.jpg
4.592049,11.881786,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2785.jpg
5.9575634,11.6627,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_216.jpg
4.2895956,11.808934,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_794.jpg
6.831441,10.543735,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2749.jpg
5.5677605,10.631358,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1793.jpg
4.627637,10.439234,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3174.jpg
7.710452,10.714554,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4479.jpg
4.969276,10.069499,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4525.jpg
6.7869854,10.258954,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2341.jpg
9.343053,7.7709427,covering,device,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_522.jpg
6.807566,10.222375,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3783.jpg
5.210823,9.033203,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3324.jpg
8.129044,10.069763,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1921.jpg
8.175278,10.223263,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2974.jpg
7.6109166,10.003221,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1546.jpg
5.6742263,9.925619,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_193.jpg
8.55547,10.387476,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3488.jpg
5.515007,8.82378,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2682.jpg
4.7220974,11.253261,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_817.jpg
7.2331977,10.364266,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1555.jpg
5.876104,9.264556,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1631.jpg
8.568977,10.515916,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3588.jpg
4.4559274,10.598284,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2624.jpg
3.4925108,10.678476,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_520.jpg
8.084353,10.646475,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4254.jpg
8.652808,10.264024,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_455.jpg
5.33776,5.912083,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1901.jpg
8.209947,10.768302,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3485.jpg
8.09299,10.886163,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3119.jpg
5.182749,8.936997,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_4076.jpg
7.5492525,11.014156,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_469.jpg
5.169235,9.171384,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3182.jpg
7.120086,10.086602,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2227.jpg
7.280177,10.310148,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2200.jpg
5.4688067,10.32466,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3908.jpg
5.5283394,8.892117,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2316.jpg
4.548437,10.618349,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2620.jpg
3.9532225,11.773576,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_254.jpg
5.0356526,10.745818,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2402.jpg
8.176325,10.646645,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1885.jpg
4.524134,11.232894,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_803.jpg
-0.011093525,6.548833,covering,domestic_animal,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1622.jpg
3.5526512,10.498503,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1940.jpg
8.091741,9.6066,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2025.jpg
7.7030053,10.516059,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3423.jpg
6.396521,10.078179,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_3049.jpg
5.0446143,10.213616,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_1914.jpg
8.1168165,10.534712,covering,person,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_48.jpg
6.639663,9.110966,covering,covering,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_538.jpg
4.3194666,5.0435796,covering,mater,data/SOD-SemanticDataset/test/COME15K-Easy/COME_Easy_2997.jpg
